Gene_Pair_id	Gene1_id	Gene1_name	Gene1_chromosome	Gene1_strand	Gene1_chr_start	Gene1_chr_end	Gene2_id	Gene2_name	Gene2_chromosome	Gene2_strand	Gene2_chr_start	Gene2_chr_end
12348	GOODH_0040208	ADH7	chr4	-	100552441	100575548	GOODM_1030391	Adh7	chr3	+	137880724	137894998
12349	GOODH_0040349	LRP2BP	chr4	-	186522027	186537146	GOODM_1080140	Lrp2bp	chr8	+	47095956	47114830
12350	GOODH_0050282	CCDC69	chr5	-	150540807	150583847	GOODM_0110172	Ccdc69	chr11	-	54863240	54891633
12351	GOODH_0110354	TMEM134	chr11	-	66988395	66993307	GOODM_1190015	Tmem134	chr19	+	4125960	4132307
12352	GOODH_0110355	PITPNM1	chr11	-	67015816	67028416	GOODM_1190014	Pitpnm1	chr19	+	4100622	4113961
12353	GOODH_0110356	CDK2AP2	chr11	-	67030545	67032678	GOODM_1190013	Cdk2ap2	chr19	+	4097351	4099017
12354	GOODH_0160319	GCSH	chr16	-	79673432	79687481	GOODM_0080371	Gcsh	chr8	-	119505728	119517349
12355	GOODH_0080195	TMEM64	chr8	-	91704778	91727112	GOODM_1040023	Tmem64	chr4	+	15192978	15212513
12356	GOODH_0110343	CTSF	chr11	-	66087512	66092623	GOODM_1190026	Ctsf	chr19	+	4855129	4860912
12357	GOODH_0190542	KLK8	chr19	-	56191076	56196770	GOODM_1070304	Klk8	chr7	+	51052947	51059192
12358	GOODH_1010214	CCDC28B	chr1	+	32438789	32443578	GOODM_0040392	Ccdc28b	chr4	-	129296518	129301152
12359	GOODH_0120191	RACGAP1	chr12	-	48669215	48705488	GOODM_0150316	Racgap1	chr15	-	99450927	99482052
12360	GOODH_1030001	CHL1	chr3	+	213650	426095	GOODM_1060321	Chl1	chr6	+	103460870	103683029
12361	GOODH_0170582	FASN	chr17	-	77629504	77649395	GOODM_0110750	Fasn	chr11	-	120667272	120685861
12362	GOODH_0180088	FECH	chr18	-	53366535	53404988	GOODM_0180136	Fech	chr18	-	64616204	64648720
12363	GOODH_1020310	RALB	chr2	+	120726884	120768753	GOODM_0010256	Ralb	chr1	-	121366886	121401205
12364	GOODH_1020547	ARMC9	chr2	+	231771586	231918158	GOODM_1010199	Armc9	chr1	+	88051355	88174859
12365	GOODH_1020573	COPS8	chr2	+	237658823	237672226	GOODM_1010220	Cops8	chr1	+	92500000	92509916
12366	GOODH_1010864	DTL	chr1	+	210275754	210344809	GOODM_0010500	Dtl	chr1	-	193361244	193399413
12367	GOODH_1020036	GDF7	chr2	+	20729905	20734731	GOODM_0120010	Gdf7	chr12	-	8304724	8308760
12368	GOODH_1020155	GKN1	chr2	+	69055209	69061615	GOODM_0060245	Gkn1	chr6	-	87295647	87300909
12369	GOODH_1010283	TMEM125	chr1	+	43508994	43512259	GOODM_0040315	Tmem125	chr4	-	118213546	118216331
12370	GOODH_1010318	CYP4B1	chr1	+	47037257	47057608	GOODM_0040282	Cyp4b1	chr4	-	115297333	115320310
12371	GOODH_1010684	LY9	chr1	+	159032552	159064667	GOODM_0010427	Ly9	chr1	-	173518744	173537491
12372	GOODH_1060225	MDFI	chr6	+	41714231	41729959	GOODM_0170332	Mdfi	chr17	-	47952281	47971640
12373	GOODH_1060402	EYA4	chr6	+	133604188	133894358	GOODM_0100042	Eya4	chr10	-	22823974	23069709
12374	GOODH_1070125	GBAS	chr7	+	55999790	56035365	GOODM_1050414	Gbas	chr5	+	130230950	130264201
12375	GOODH_1110211	OR5D14	chr11	+	55319608	55320551	GOODM_0020362	Olfr1162	chr2	-	87889835	87890779
12376	GOODH_1110320	VEGFB	chr11	+	63758842	63762834	GOODM_0190080	Vegfb	chr19	-	7056962	7062093
12377	GOODH_1060020	BMP6	chr6	+	7672010	7826960	GOODM_1130143	Bmp6	chr13	+	38437585	38591597
12378	GOODH_1090028	SH3GL2	chr9	+	17569194	17787120	GOODM_1040175	Sh3gl2	chr4	+	84851360	85035283
12379	GOODH_1090304	OLFM1	chr9	+	137106910	137152851	GOODM_1020101	Olfm1	chr2	+	28048613	28086256
12380	GOODH_1100056	GPR158	chr10	+	25504296	25931161	GOODM_1020041	Gpr158	chr2	+	21289194	21752169
12381	GOODH_1160360	KIAA1576	chr16	+	76379984	76571502	GOODM_1080414	AI427515	chr8	+	116729540	116897970
12382	GOODH_1160396	C16orf84	chr16	+	87300392	87309285	GOODM_1080448	2310061F22Rik	chr8	+	125000090	125005645
12383	GOODH_1080228	PKHD1L1	chr8	+	110443882	110612676	GOODM_1150074	Pkhd1l1	chr15	+	44289099	44428681
12384	GOODH_1150216	WHDC1	chr15	+	81275027	81300667	GOODM_1070435	Whdc1	chr7	+	88716178	88741722
12385	GOODH_1160014	SOLH	chr16	+	517857	544635	GOODM_0170121	Solh	chr17	-	26096501	26102450
12386	GOODH_1160245	LPCAT2	chr16	+	54100455	54174650	GOODM_1080306	Lpcat2	chr8	+	95379249	95443178
12387	GOODH_1130105	GPR180	chr13	+	94052105	94079945	GOODM_1140296	Gpr180	chr14	+	118536380	118563454
12388	GOODH_1140208	TMEM63C	chr14	+	76717923	76795591	GOODM_1120190	Tmem63c	chr12	+	88367514	88430989
12389	GOODH_1150065	ADAL	chr15	+	41410217	41428900	GOODM_1020497	Adal	chr2	+	120967877	120982414
12390	GOODH_1200012	PSMF1	chr20	+	1041906	1096426	GOODM_0020667	Psmf1	chr2	-	151541798	151567029
12391	GOODH_1200122	MYH7B	chr20	+	33026867	33053897	GOODM_1020675	Myh7b	chr2	+	155436948	155460043
12392	GOODH_1220036	BCR	chr22	+	21852552	21990223	GOODM_1100164	Bcr	chr10	+	74523641	74647668
12393	GOODH_1190017	KISS1R	chr19	+	868358	872013	GOODM_1100221	Kiss1r	chr10	+	79379716	79384928
12394	GOODH_1190142	ILF3	chr19	+	10625988	10664093	GOODM_1090073	Ilf3	chr9	+	21172447	21209805
12395	GOODH_1190219	USE1	chr19	+	17187155	17191638	GOODM_1080210	Use1	chr8	+	73891125	73893628
12396	GOODH_1170420	SLC16A5	chr17	+	70595650	70613841	GOODM_1110664	Slc16a5	chr11	+	115323787	115335712
12397	GOODH_1170483	FN3KRP	chr17	+	78267895	78279144	GOODM_1110724	BC032265	chr11	+	121282752	121292077
12398	GOODH_1180062	DTNA	chr18	+	30327279	30725363	GOODM_1180035	Dtna	chr18	+	23573916	23818215
12399	GOODH_0120104	SLCO1A2	chr12	-	21311651	21439638	GOODM_0060472	Slco1a6	chr6	-	142034289	142109611
12400	GOODH_0170031	OR1E1	chr17	-	3247510	3248454	GOODM_1110347	Olfr397	chr11	+	73778112	73779059
12401	GOODH_0170498	CD300E	chr17	-	70120307	70131396	GOODM_0110664	4732429D16Rik	chr11	-	114843761	114851200
12402	GOODH_0020210	GGCX	chr2	-	85629716	85642090	GOODM_1060225	Ggcx	chr6	+	72364327	72380701
12403	GOODH_0020419	GTF3C3	chr2	-	197337345	197372670	GOODM_0010099	Gtf3c3	chr1	-	54454425	54495815
12404	GOODH_0020492	PTPRN	chr2	-	219862591	219882387	GOODM_0010171	Ptprn	chr1	-	75243616	75260783
12405	GOODH_0010585	PBXIP1	chr1	-	153183180	153195191	GOODM_1030171	Pbxip1	chr3	+	89240667	89252870
12406	GOODH_0010785	FMOD	chr1	-	201576376	201586912	GOODM_1010321	Fmod	chr1	+	135934092	135944854
12407	GOODH_0010803	NUCKS1	chr1	-	203953732	203985916	GOODM_1010305	Nucks1	chr1	+	133807111	133829549
12408	GOODH_0070370	NOBOX	chr7	-	143726972	143738253	GOODM_0060110	Nobox	chr6	-	43253673	43259553
12409	GOODH_0070384	ATG9B	chr7	-	150340257	150352519	GOODM_0050038	Atg9b	chr5	-	23889999	23897961
12410	GOODH_0010206	PHC2	chr1	-	33561811	33613781	GOODM_1040374	Phc2	chr4	+	128382240	128430118
12411	GOODH_0040039	ACOX3	chr4	-	8418909	8493352	GOODM_1050120	Acox3	chr5	+	35925709	35956450
12412	GOODH_0040120	TMPRSS11D	chr4	-	68369196	68432311	GOODM_0050184	Tmprss11d	chr5	-	86731879	86802412
12413	GOODH_0070357	TAS2R38	chr7	-	141318900	141320042	GOODM_0060088	Tas2r138	chr6	-	40562314	40563309
12414	GOODH_0110183	CHRM4	chr11	-	46363216	46364683	GOODM_1020400	Chrm4	chr2	+	91762346	91769986
12415	GOODH_0110433	NOX4	chr11	-	88699161	88864301	GOODM_1070455	Nox4	chr7	+	94395305	94547116
12416	GOODH_0030356	A4GNT	chr3	-	139325757	139333897	GOODM_1090420	A4gnt	chr9	+	99513863	99521233
12417	GOODH_0100028	PHYH	chr10	-	13359803	13382136	GOODM_1020010	Phyh	chr2	+	4840042	4859789
12418	GOODH_0100064	MPP7	chr10	-	28379929	28611073	GOODM_0180010	Mpp7	chr18	-	7350735	7626861
12419	GOODH_0100065	SVIL	chr10	-	29786283	30064736	GOODM_1180006	Svil	chr18	+	4920565	5119288
12420	GOODH_0080162	TRPA1	chr8	-	73096041	73150373	GOODM_0010020	Trpa1	chr1	-	14862729	14908943
12421	GOODH_0090020	MPDZ	chr9	-	13095703	13240365	GOODM_0040192	Mpdz	chr4	-	80924404	81088709
12422	GOODH_00X0250	RPL39	chrX	-	118804497	118809634	GOODM_1160021	Rpl39l	chr16	+	10170321	10175004
12423	GOODH_0160304	LDHD	chr16	-	73703260	73708166	GOODM_0080357	Ldhd	chr8	-	114150171	114154222
12424	GOODH_0160312	ADAT1	chr16	-	74190499	74214655	GOODM_0080364	Adat1	chr8	-	114490808	114516202
12425	GOODH_0170109	CCDC42	chr17	-	8573977	8588879	GOODM_1110267	Ccdc42	chr11	+	68400539	68411453
12426	GOODH_0140273	NUDT14	chr14	-	104710322	104718685	GOODM_0120250	Nudt14	chr12	-	114172944	114180329
12427	GOODH_0150054	EHD4	chr15	-	39978933	40052034	GOODM_0020540	Ehd4	chr2	-	119915223	119980311
12428	GOODH_0150072	STRC	chr15	-	41679054	41698290	GOODM_0020555	Strc	chr2	-	121189463	121206676
12429	GOODH_0140041	MYH6	chr14	-	22921039	22947322	GOODM_0140182	Myh6	chr14	-	55560763	55585408
12430	GOODH_0140137	SIX1	chr14	-	60182506	60185933	GOODM_0120111	Six1	chr12	-	74142817	74147451
12431	GOODH_0140269	AHNAK2	chr14	-	104474636	104515739	GOODM_0120246	Ahnak2	chr12	-	114010405	114013851
12432	GOODH_1010202	YTHDF2	chr1	+	28935723	28968873	GOODM_0040405	Ythdf2	chr4	-	131741972	131768171
12433	GOODH_0120237	CALCOCO1	chr12	-	52391170	52407486	GOODM_0150353	Calcoco1	chr15	-	102537210	102552500
12434	GOODH_0120386	CRY1	chr12	-	105909272	106011455	GOODM_0100259	Cry1	chr10	-	84594445	84647799
12435	GOODH_0170468	TEX2	chr17	-	59578528	59694385	GOODM_0110633	Tex2	chr11	-	106363453	106474244
12436	GOODH_0170513	GRB2	chr17	-	70825752	70913385	GOODM_0110685	Grb2	chr11	-	115505458	115569911
12437	GOODH_0200122	NDRG3	chr20	-	34713584	34807895	GOODM_0020712	Ndrg3	chr2	-	156753083	156817761
12438	GOODH_1020342	HNMT	chr2	+	138438278	138490403	GOODM_0020043	Hnmt	chr2	-	23858432	23904899
12439	GOODH_1030059	UBE2E1	chr3	+	23822443	23907806	GOODM_0140024	Ube2e1	chr14	-	19115243	19164358
12440	GOODH_0170311	KRT14	chr17	-	36992059	36996673	GOODM_0110552	Krt14	chr11	-	100064476	100068824
12441	GOODH_1010468	GPR61	chr1	+	109884017	109889978	GOODM_0030331	Gpr61	chr3	-	107951239	107957800
12442	GOODH_1010825	LAX1	chr1	+	202000960	202012101	GOODM_0010300	Lax1	chr1	-	135575675	135586593
12443	GOODH_1010964	TRIM58	chr1	+	246087124	246110059	GOODM_1110192	Trim58	chr11	+	58453967	58465906
12444	GOODH_1070196	CCDC132	chr7	+	92699589	92826273	GOODM_1060001	Ccdc132	chr6	+	3448405	3553307
12445	GOODH_1080106	INDO	chr8	+	39890485	39905104	GOODM_0080072	Indo	chr8	-	25694613	25707481
12446	GOODH_1080157	C8orf34	chr8	+	69512702	69893810	GOODM_1010014	A830018L16Rik	chr1	+	11404193	11965982
12447	GOODH_1040232	RPL34	chr4	+	109761171	109771086	GOODM_0030386	Rpl34	chr3	-	130429749	130433226
12448	GOODH_1040268	PCDH10	chr4	+	134289920	134332181	GOODM_1030067	Pcdh10	chr3	+	45182320	45238501
12449	GOODH_1040318	TRIM60	chr4	+	166172601	166182346	GOODM_0080155	Trim60	chr8	-	67523952	67542476
12450	GOODH_1040081	PCDH7	chr4	+	30331135	30757519	GOODM_1050155	Pcdh7	chr5	+	58109339	58120688
12451	GOODH_1040151	ENAM	chr4	+	71713325	71731400	GOODM_1050217	Enam	chr5	+	88917000	88933738
12452	GOODH_1040199	DMP1	chr4	+	88790483	88804534	GOODM_1050270	Dmp1	chr5	+	104631636	104643121
12453	GOODH_1110206	OR4C16	chr11	+	55096180	55097110	GOODM_0020381	Olfr1209	chr2	-	88749616	88750548
12454	GOODH_1110309	RTN3	chr11	+	63205498	63283933	GOODM_0190090	Rtn3	chr19	-	7500391	7557779
12455	GOODH_1030493	LRRC33	chr3	+	197851053	197873269	GOODM_0160138	Lrrc33	chr16	-	32142911	32165562
12456	GOODH_1170138	MAP2K3	chr17	+	21128561	21159142	GOODM_1110227	Map2k3	chr11	+	60745559	60766305
12457	GOODH_1090224	NEK6	chr9	+	126060070	126154538	GOODM_1020196	Nek6	chr2	+	38367220	38443561
12458	GOODH_10X0331	BRS3	chrX	+	135397791	135402264	GOODM_10X0140	Brs3	chrX	+	54296251	54301935
12459	GOODH_1150223	ALPK3	chr15	+	83160915	83217710	GOODM_1070432	Alpk3	chr7	+	88202486	88250498
12460	GOODH_1170004	TIMM22	chr17	+	847107	852138	GOODM_1110376	Timm22	chr11	+	76220692	76229794
12461	GOODH_1170021	CTNS	chr17	+	3486511	3513146	GOODM_0110321	Ctns	chr11	-	72996635	73012521
12462	GOODH_1140004	OR4M1	chr14	+	19318322	19319262	GOODM_0140133	Olfr734	chr14	-	50939567	50940508
12463	GOODH_1140166	KIAA0247	chr14	+	69148066	69251612	GOODM_1120149	4933426M11Rik	chr12	+	81891546	81981820
12464	GOODH_1140231	CHGA	chr14	+	92459198	92471393	GOODM_1120215	Chga	chr12	+	103793179	103803237
12465	GOODH_1200125	CEP250	chr20	+	33506564	33563216	GOODM_1020678	Cep250	chr2	+	155787708	155824439
12466	GOODH_1200211	C20orf108	chr20	+	54367390	54377116	GOODM_1020766	2010011I20Rik	chr2	+	172171115	172181249
12467	GOODH_1130004	IL17D	chr13	+	20175482	20195236	GOODM_1140195	Il17d	chr14	+	58143666	58162003
12468	GOODH_1140234	KIAA1409	chr14	+	92869318	93243442	GOODM_1120218	Cox8c	chr12	+	104137516	104138744
12469	GOODH_1170431	CDK3	chr17	+	71508582	71513675	GOODM_1110674	Cdk3	chr11	+	116077854	116081599
12470	GOODH_1190606	ZNF583	chr19	+	61607530	61628212	GOODM_0070044	Zfp583	chr7	-	6267267	6282036
12471	GOODH_1060079	BTN2A1	chr6	+	26566168	26577844	GOODM_0130081	Btn2a2	chr13	-	23568932	23580726
12472	GOODH_1070068	PLEKHA8	chr7	+	30034813	30096876	GOODM_1060172	Plekha8	chr6	+	54553141	54591027
12473	GOODH_1140052	LOC728635	chr14	+	23575550	23590420	GOODM_1140170	Dhrs4	chr14	+	56097634	56109177
12474	GOODH_0150269	TM2D3	chr15	-	99999577	100010117	GOODM_1070400	Tarsl2	chr7	+	72789800	72846793
12475	GOODH_0160219	CES1	chr16	-	54394267	54424576	GOODM_0080274	AU018778	chr8	-	95780139	95803610
12476	GOODH_1010517	HSD3B1	chr1	+	119851349	119859204	GOODM_0030276	Hsd3b6	chr3	-	98609427	98618366
12477	GOODH_0060273	GSTA3	chr6	-	52869404	52882455	GOODM_0090326	Gsta2	chr9	-	78178827	78194952
12478	GOODH_0100191	C10orf59	chr10	-	90023601	90332988	GOODM_0190208	AI747699	chr19	-	33629771	33664801
12479	GOODH_0110094	OR5P3	chr11	-	7803161	7804095	GOODM_0070664	Olfr492	chr7	-	115466244	115467188
12480	GOODH_0030246	ABI3BP	chr3	-	101950871	102195004	GOODM_1160201	Abi3bp	chr16	+	56478013	56689430
12481	GOODH_0030272	CCDC52	chr3	-	114644259	114716693	GOODM_1160177	Ccdc52	chr16	+	44347570	44388499
12482	GOODH_0010896	RGS7	chr1	-	239005440	239587101	GOODM_0010453	Rgs7	chr1	-	176989348	177422521
12483	GOODH_0020384	KIAA1715	chr2	-	176498656	176575264	GOODM_0020249	Lnp	chr2	-	74352894	74417005
12484	GOODH_0020478	ZNF142	chr2	-	219210884	219232599	GOODM_0010158	Zfp142	chr1	-	74611702	74634602
12485	GOODH_0060251	PLA2G7	chr6	-	46780238	46811055	GOODM_1170325	Pla2g7	chr17	+	43705400	43749150
12486	GOODH_0070179	LOC54103	chr7	-	76778004	76883653	GOODM_1050033	A530088I07Rik	chr5	+	20692085	20797519
12487	GOODH_0010466	NGF	chr1	-	115630060	115682380	GOODM_1030287	Ngf	chr3	+	102273851	102324936
12488	GOODH_0040247	SEC24D	chr4	-	119863427	119976702	GOODM_1030355	Sec24d	chr3	+	122970414	123068554
12489	GOODH_0050063	RPL37	chr5	-	40867187	40871144	GOODM_1150005	Rpl37	chr15	+	5066645	5069140
12490	GOODH_0060134	HSPA1L	chr6	-	31885375	31890814	GOODM_1170245	Hspa1l	chr17	+	35109648	35116173
12491	GOODH_0110333	CATSPER1	chr11	-	65540800	65550560	GOODM_1190036	Catsper1	chr19	+	5335741	5344153
12492	GOODH_0110406	LRRC32	chr11	-	76046223	76058543	GOODM_1070481	Lrrc32	chr7	+	105642732	105650340
12493	GOODH_0040212	H2AFZ	chr4	-	101088267	101090535	GOODM_1030388	H2afz	chr3	+	137527563	137529886
12494	GOODH_0100072	EPC1	chr10	-	32597865	32676119	GOODM_0180007	Epc1	chr18	-	6435949	6516085
12495	GOODH_0100216	TM9SF3	chr10	-	98270420	98336799	GOODM_0190241	Tm9sf3	chr19	-	41285332	41338494
12496	GOODH_0110022	HCCA2	chr11	-	1447269	1742077	GOODM_0070861	Dusp8	chr7	-	149267401	149276175
12497	GOODH_00X0038	RAI2	chrX	-	17728092	17730428	GOODM_10X0376	Rai2	chrX	+	158154968	158217426
12498	GOODH_00X0160	ZMYM3	chrX	-	70376199	70391148	GOODM_00X0230	Zmym3	chrX	-	98599724	98616188
12499	GOODH_00X0176	ATRX	chrX	-	76647012	76928375	GOODM_00X0248	Atrx	chrX	-	102992956	103124711
12500	GOODH_0090005	KIAA0020	chr9	-	2794155	2834130	GOODM_0190191	D19Bwg1357e	chr19	-	27463192	27504310
12501	GOODH_0090274	ZBTB6	chr9	-	124710156	124715430	GOODM_0020177	Zbtb6	chr2	-	37282365	37286383
12502	GOODH_0090366	LCN8	chr9	-	138768661	138772552	GOODM_1020077	Lcn8	chr2	+	25508638	25511736
12503	GOODH_0140147	ZBTB25	chr14	-	64023310	64040307	GOODM_0120121	Zbtb25	chr12	-	77449931	77469986
12504	GOODH_0140231	ITPK1	chr14	-	92475961	92651980	GOODM_0120201	Itpk1	chr12	-	103806793	103943079
12505	GOODH_0080116	THAP1	chr8	-	42810975	42817631	GOODM_1080099	Thap1	chr8	+	27268641	27274623
12506	GOODH_0120482	RIMBP2	chr12	-	129446634	129568363	GOODM_0050394	Rimbp2	chr5	-	129266276	129459237
12507	GOODH_0130111	RBM26	chr13	-	78792100	78877924	GOODM_0140333	Rbm26	chr14	-	105513736	105576544
12508	GOODH_0140141	KCNH5	chr14	-	62243700	62638337	GOODM_0120115	Kcnh5	chr12	-	75998207	76278319
12509	GOODH_0120321	PHLDA1	chr12	-	74705495	74711823	GOODM_1100336	Phlda1	chr10	+	110943342	110945704
12510	GOODH_0120437	CIT	chr12	-	118607981	118799475	GOODM_1050341	Cit	chr5	+	116295665	116456350
12511	GOODH_0120469	MPHOSPH9	chr12	-	122206901	122272394	GOODM_0050381	Mphosph9	chr5	-	124700968	124778460
12512	GOODH_0200186	NFATC2	chr20	-	49441173	49592665	GOODM_0020781	Nfatc2	chr2	-	168301910	168427155
12513	GOODH_0200228	ZBTB46	chr20	-	61846322	61907300	GOODM_0020831	Zbtb46	chr2	-	181145255	181194131
12514	GOODH_0120227	SPRYD3	chr12	-	51744665	51759405	GOODM_0150343	Spryd3	chr15	-	101946959	101966646
12515	GOODH_0170578	STRA13	chr17	-	77569869	77574062	GOODM_0110745	Stra13	chr11	-	120572255	120575081
12516	GOODH_0180023	MC2R	chr18	-	13872043	13905535	GOODM_0180150	Mc2r	chr18	-	68566561	68588913
12517	GOODH_0190061	SIRT6	chr19	-	4125107	4133596	GOODM_0100247	Sirt6	chr10	-	81084532	81090303
12518	GOODH_1020211	RMND5A	chr2	+	86801204	86855943	GOODM_0060186	Rmnd5a	chr6	-	71341245	71390482
12519	GOODH_1030190	PPM1M	chr3	+	52255226	52259651	GOODM_0090402	Ppm1m	chr9	-	106097284	106101606
12520	GOODH_1030325	PODXL2	chr3	+	128830729	128874342	GOODM_0060259	Podxl2	chr6	-	88792559	88824038
12521	GOODH_1010724	TBX19	chr1	+	166516902	166550286	GOODM_0010389	Tbx19	chr1	-	167067984	167090904
12522	GOODH_1010954	KIF26B	chr1	+	243384910	243933051	GOODM_1010486	Kif26b	chr1	+	180795106	180862983
12523	GOODH_1020143	HSPC159	chr2	+	64534831	64542021	GOODM_0110061	1110067D22Rik	chr11	-	20723358	20731111
12524	GOODH_1070308	FAM71F2	chr7	+	128099582	128110611	GOODM_1060046	AI507611	chr6	+	29231141	29240676
12525	GOODH_1010532	ZNF364	chr1	+	144322393	144400083	GOODM_1030265	Zfp364	chr3	+	96531587	96595075
12526	GOODH_1010538	GJA8	chr1	+	145841560	145848017	GOODM_0030265	Gja8	chr3	-	96722945	96729853
12527	GOODH_1060276	LRRC1	chr6	+	53767737	53896878	GOODM_0090323	Lrrc1	chr9	-	77278896	77391866
12528	GOODH_1070030	ZDHHC4	chr7	+	6584667	6595505	GOODM_0050495	Zdhhc4	chr5	-	144078170	144090905
12529	GOODH_1070170	DTX2	chr7	+	75928908	75973248	GOODM_1050446	Dtx2	chr5	+	136470747	136508734
12530	GOODH_1050209	PDLIM4	chr5	+	131621286	131637044	GOODM_0110165	Pdlim4	chr11	-	53868434	53882470
12531	GOODH_1060050	ALDH5A1	chr6	+	24603176	24645413	GOODM_0130100	Aldh5a1	chr13	-	25002901	25029530
12532	GOODH_1060061	HFE	chr6	+	26195488	26203448	GOODM_0130090	Hfe	chr13	-	23795710	23802680
12533	GOODH_1040336	ODZ3	chr4	+	183482131	183961171	GOODM_0080138	Odz3	chr8	-	49313038	49760044
12534	GOODH_1040343	HELT	chr4	+	186177077	186178919	GOODM_0080131	Helt	chr8	-	47377402	47380025
12535	GOODH_1050195	FLJ27505	chr5	+	125995313	125999873	GOODM_1180150	1700065I17Rik	chr18	+	56748002	56754433
12536	GOODH_1100016	PFKFB3	chr10	+	6284901	6317498	GOODM_0020020	Pfkfb3	chr2	-	11393062	11423694
12537	GOODH_1110605	KCNJ5	chr11	+	128266523	128293159	GOODM_0090096	Kcnj5	chr9	-	32122368	32151822
12538	GOODH_1040260	INTU	chr4	+	128773570	128857380	GOODM_1030059	Intu	chr3	+	40439689	40508662
12539	GOODH_1160154	CHP2	chr16	+	23673449	23677757	GOODM_1070673	2010110P09Rik	chr7	+	129363010	129366053
12540	GOODH_1090158	INVS	chr9	+	101901332	102103247	GOODM_1040120	Invs	chr4	+	48292674	48444825
12541	GOODH_10X0097	UBA1	chrX	+	46935143	46959471	GOODM_10X0063	Uba1	chrX	+	20235547	20260305
12542	GOODH_1140270	RCOR1	chr14	+	102128986	102266666	GOODM_1120255	Rcor1	chr12	+	112278009	112351597
12543	GOODH_1150034	THBS1	chr15	+	37660572	37676959	GOODM_1020464	Thbs1	chr2	+	117937658	117952869
12544	GOODH_1150135	LOC390594	chr15	+	63156207	63157583	GOODM_0090285	5430433E21Rik	chr9	-	65236491	65239459
12545	GOODH_1200151	PPP1R16B	chr20	+	36867762	36985080	GOODM_1020703	Ppp1r16b	chr2	+	158491134	158588609
12546	GOODH_1200185	SNX21	chr20	+	43895877	43905321	GOODM_1020740	Snx21	chr2	+	164611521	164618270
12547	GOODH_1220087	SFI1	chr22	+	30222261	30344533	GOODM_0110001	Sfi1	chr11	-	3031853	3093466
12548	GOODH_1170450	FLJ21865	chr17	+	74582614	74596274	GOODM_1110692	D230014K01Rik	chr11	+	118338274	118350512
12549	GOODH_1190102	MCOLN1	chr19	+	7493512	7504861	GOODM_1080004	Mcoln1	chr8	+	3500519	3515231
12550	GOODH_1190183	ZSWIM4	chr19	+	13767274	13804044	GOODM_0080234	Zswim4	chr8	-	86734841	86760941
12551	GOODH_0060471	LPA	chr6	-	160872506	161007397	GOODM_1170029	Plg	chr17	+	12571474	12612251
12552	GOODH_0110223	OR9G4	chr11	-	56266881	56267863	GOODM_1020310	Olfr1015	chr2	+	85625670	85626608
12553	GOODH_10X0068	MAGEB16	chrX	+	35726380	35731773	GOODM_00X0196	2410003J06Rik	chrX	-	76868570	76916774
12554	GOODH_0020322	LRP1B	chr2	-	140705466	142605740	GOODM_0020188	Lrp1b	chr2	-	40452293	42509118
12555	GOODH_0020408	OSGEPL1	chr2	-	190319631	190336169	GOODM_1010095	Osgepl1	chr1	+	53370507	53380908
12556	GOODH_0030138	GPX1	chr3	-	49369615	49370795	GOODM_1090473	Gpx1	chr9	+	108241607	108242671
12557	GOODH_0070353	MRPS33	chr7	-	140352431	140361216	GOODM_0060083	Mrps33	chr6	-	39751807	39760935
12558	GOODH_0010436	HBXIP	chr1	-	110745402	110752069	GOODM_00X0350	LOC100041359	chrX	-	156022332	156023044
12559	GOODH_0020298	POLR2D	chr2	-	128320705	128332174	GOODM_1180048	Polr2d	chr18	+	31948813	31956355
12560	GOODH_0040339	AGA	chr4	-	178588918	178600585	GOODM_1080151	Aga	chr8	+	54597080	54608776
12561	GOODH_0050030	FAM134B	chr5	-	16526148	16670118	GOODM_1150038	1810015C04Rik	chr15	+	25773019	25903442
12562	GOODH_0050114	GFM2	chr5	-	74052788	74098798	GOODM_1130288	Gfm2	chr13	+	97907995	97946398
12563	GOODH_0030335	C3orf25	chr3	-	130602855	130630184	GOODM_0060319	BC060267	chr6	-	115760747	115788430
12564	GOODH_0030446	MCCC1	chr3	-	184215702	184300059	GOODM_0030046	Mccc1	chr3	-	35858759	35899553
12565	GOODH_0040066	CCKAR	chr4	-	26092116	26101140	GOODM_0050133	Cckar	chr5	-	54089724	54098943
12566	GOODH_0110017	LRDD	chr11	-	789179	795245	GOODM_0070856	Lrdd	chr7	-	148624414	148629254
12567	GOODH_0110165	FBXO3	chr11	-	33719068	33752647	GOODM_1020418	Fbxo3	chr2	+	103867956	103903394
12568	GOODH_0110455	MMP27	chr11	-	102067625	102081678	GOODM_1090017	Mmp27	chr9	+	7571458	7581393
12569	GOODH_0170035	TRPV1	chr17	-	3415491	3486365	GOODM_1110339	Trpv1	chr11	+	73051761	73074009
12570	GOODH_0080280	EIF2C2	chr8	-	141610446	141714827	GOODM_0150104	Eif2c2	chr15	-	72937291	73015239
12571	GOODH_00X0256	FAM70A	chrX	-	119276533	119329419	GOODM_00X0096	6430550H21Rik	chrX	-	35550483	35605574
12572	GOODH_0150104	MYO5C	chr15	-	50271812	50375262	GOODM_1090361	Myo5c	chr9	+	75079821	75153257
12573	GOODH_0150164	TLE3	chr15	-	68127597	68177310	GOODM_1090300	Tle3	chr9	+	61220173	61266304
12574	GOODH_0160092	FAM18A	chr16	-	10768034	10820122	GOODM_0160030	BC068110	chr16	-	10420652	10447443
